last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Eickhoff, Jerad,595191,NYM,FF,4-Seamer,4.4,8,174,48.7,60,0.352,0.778,0.483,4.2,5,10.3,0.389,0.738,0.489,48.1
Chatwood, Tyler,543022,SF,SIFT,Sinker,0.7,2,272,46,60,0.214,0.31,0.369,28,16.7,25.6,0.207,0.319,0.367,40.6
Castillo, Diego,650895,SEA,SIFT,Sinker,0.7,2,276,29.5,59,0.353,0.569,0.437,10.9,11.9,23.3,0.294,0.503,0.391,54.5
Kowar, Jackson,663804,KC,CH,Changeup,4.8,9,192,30.4,59,0.298,0.596,0.418,34.1,28.8,20.2,0.246,0.427,0.352,50
LeBlanc, Wade,453281,STL,SIFT,Sinker,0.5,1,190,23.9,59,0.36,0.62,0.461,15.6,15.3,18.8,0.348,0.562,0.435,53.7
Banda, Anthony,607455,PIT,CH,Changeup,-0.4,-1,227,37.2,59,0.255,0.4,0.325,28.8,13.6,12.5,0.207,0.312,0.253,31.9
Nolin, Sean,543594,WSH,FF,4-Seamer,0.9,2,228,45.7,59,0.383,0.596,0.462,18.2,15.3,13.4,0.245,0.411,0.346,45
Kranick, Max,668820,PIT,SL,Slider,0,0,214,31.8,59,0.24,0.4,0.32,30,20.3,20,0.225,0.366,0.305,32.5
Mayza, Tim,641835,TOR,SL,Slider,0.8,2,242,28.8,59,0.232,0.375,0.295,42.5,42.4,26.6,0.205,0.294,0.252,45.2
Eflin, Zach,621107,PHI,CH,Changeup,1.3,2,174,10.8,59,0.304,0.536,0.389,19.6,8.5,9.1,0.298,0.462,0.346,25.5
Hoffman, Jeff,656546,CIN,SL,Slider,-0.6,-2,292,21.5,59,0.109,0.2,0.169,44.6,45.8,24.5,0.13,0.188,0.176,17.9
Bedrosian, Cam,592135,PHI,FF,4-Seamer,0.6,1,235,50.2,59,0.326,0.609,0.452,22.3,20.3,16.9,0.303,0.533,0.422,57.1
Hess, David,605276,TB,FF,4-Seamer,3.3,7,213,58,59,0.333,0.708,0.474,16.5,16.9,14.5,0.303,0.628,0.452,53.8
Boxberger, Brad,502202,MIL,CH,Changeup,-0.1,0,217,20.2,59,0.212,0.346,0.303,24.8,15.3,12.5,0.258,0.405,0.327,20.5
Whitlock, Garrett,676477,BOS,CH,Changeup,0,0,237,20.6,58,0.185,0.259,0.232,31,32.8,22.6,0.202,0.267,0.226,25
Junis, Jakob,596001,KC,FF,4-Seamer,1.8,4,219,34.9,58,0.296,0.593,0.397,12.8,10.3,11.5,0.346,0.714,0.46,47.9
Heuer, Codi,676051,CHC,CH,Changeup,-2.3,-5,217,20.7,58,0.17,0.17,0.179,47.2,39.7,24.7,0.148,0.168,0.167,12.5
Carrasco, Carlos,471911,NYM,CH,Changeup,1.5,3,220,24.7,58,0.283,0.434,0.39,31.9,19,12.6,0.26,0.403,0.323,31
Darvish, Yu,506433,SD,CUKC,Curveball,-1.8,-4,227,8.2,58,0.125,0.179,0.152,32,34.5,24.4,0.148,0.199,0.171,13.9
Castellanos, Humberto,528748,ARI,CUKC,Curveball,-3.3,-6,190,26.2,58,0.151,0.245,0.206,22.7,27.6,20.8,0.126,0.174,0.172,21.1
García, Jarlín,606424,SF,SL,Slider,0.3,1,255,25.4,58,0.226,0.377,0.284,28.9,29.3,21.8,0.206,0.322,0.266,32.4
de Geus, Brett,676969,ARI,FC,Cutter,2.4,6,227,24.9,58,0.22,0.5,0.38,25.4,10.3,11.5,0.212,0.404,0.313,24.4
May, Trevor,543507,NYM,SL,Slider,-1.4,-4,274,24.5,58,0.164,0.291,0.235,30.1,20.7,13.2,0.179,0.293,0.227,20.9
Middleton, Keynan,641871,SEA,SL,Slider,0.7,1,160,30.2,58,0.245,0.396,0.311,25.3,12.1,12.7,0.257,0.392,0.313,30.4
Feliz, Michael,593140,OAK,FF,4-Seamer,2.1,5,215,58.1,57,0.352,0.63,0.432,18.3,24.6,20.6,0.333,0.635,0.423,55
Keller, Kyle,664918,PIT,CUKC,Curveball,0.7,2,290,44.3,57,0.22,0.56,0.383,34.7,28.1,15.1,0.214,0.44,0.326,32.4
Arrieta, Jake,453562,SD,CUKC,Curveball,-0.5,-1,269,15.4,57,0.189,0.396,0.257,35.4,40.4,22.5,0.2,0.401,0.266,40.6
Bednar, David,670280,PIT,FS,Splitter,-1.9,-4,193,20.7,57,0.204,0.296,0.242,35.8,31.6,20,0.174,0.269,0.217,36.1
Jackson, Jay,543351,SF,SL,Slider,-0.9,-2,253,64.7,57,0.22,0.44,0.317,31.1,31.6,26.5,0.209,0.401,0.306,39.4
Ross, Joe,605452,WSH,FF,4-Seamer,2.6,7,272,16,57,0.22,0.46,0.337,37.7,40.4,18.5,0.197,0.377,0.298,33.3
Knebel, Corey,608349,LAD,FF,4-Seamer,-1.7,-4,232,58.1,57,0.167,0.313,0.269,32.8,31.6,25.4,0.197,0.335,0.298,38.7
Gonsolin, Tony,664062,LAD,SL,Slider,0.6,1,256,25.9,57,0.118,0.275,0.223,47.8,36.8,26.6,0.165,0.292,0.251,25.8
Mikolas, Miles,571945,STL,SIFT,Sinker,1.5,2,162,22.8,57,0.333,0.451,0.368,8.4,10.5,12.2,0.312,0.433,0.358,50
Cotton, Jharel,605194,TEX,CH,Changeup,-2.2,-4,164,30.3,57,0.18,0.24,0.222,29.9,29.8,18.9,0.128,0.2,0.188,20
Alexy, A.J.,669935,TEX,FF,4-Seamer,-1,-2,231,54.5,57,0.114,0.273,0.271,16.4,14,12.3,0.282,0.508,0.406,37.8
Martin, Brett,656685,TEX,CUKC,Curveball,2.3,5,194,21.1,57,0.315,0.519,0.375,33,22.8,16,0.276,0.421,0.319,46.3
Borucki, Ryan,621366,TOR,SIFT,Sinker,0.2,0,215,58.3,57,0.283,0.478,0.379,15.7,5.3,10.7,0.284,0.49,0.385,40
Dobnak, Randy,677976,MIN,SL,Slider,5.5,14,254,33.2,57,0.333,0.815,0.503,37.3,24.6,18.7,0.356,0.801,0.495,55
Mejía, J.C.,650496,CLE,SL,Slider,0,0,233,23.7,57,0.128,0.319,0.275,41.7,43.9,23.8,0.138,0.283,0.268,18.2
Hammer, JD,670456,PHI,FF,4-Seamer,1.5,4,249,61.5,57,0.292,0.521,0.402,20.9,21.1,16.2,0.253,0.424,0.351,58.3
Hale, David,571735,PHI,FF,4-Seamer,4.1,9,216,46.9,57,0.353,0.51,0.399,16.2,17.5,17.9,0.362,0.603,0.441,63.4
Cessa, Luis,570666,CIN,FF,4-Seamer,-0.2,0,200,21.1,57,0.245,0.408,0.339,14.8,14,15.1,0.266,0.453,0.362,46.3
Toussaint, Touki,657053,ATL,FS,Splitter,0,0,174,21.2,57,0.196,0.353,0.286,33.3,29.8,29.8,0.248,0.376,0.302,45.7
Selman, Sam,572125,LAA,FF,4-Seamer,-0.8,-2,273,55.3,57,0.214,0.262,0.302,20.8,15.8,10.1,0.256,0.309,0.348,25
Heuer, Codi,676051,CHC,SL,Slider,-2.4,-6,243,23.2,57,0.151,0.208,0.195,45,38.6,27.5,0.171,0.233,0.213,22.6
Poppen, Sean,664092,ARI,SIFT,Sinker,1.2,3,214,52.7,57,0.314,0.412,0.374,10.7,15.8,22.5,0.3,0.495,0.376,59.5
Ginkel, Kevin,656464,ARI,SL,Slider,2.8,6,224,40.3,57,0.216,0.49,0.352,39.2,29.8,20.7,0.215,0.343,0.287,29.4
Ohtani, Shohei,660271,LAA,FC,Cutter,-0.6,-2,247,12.2,57,0.241,0.426,0.321,19.8,1.8,5,0.293,0.525,0.366,39.6
Ashby, Aaron,676879,MIL,SIFT,Sinker,2.2,4,181,34,57,0.333,0.451,0.381,12.6,14,16.3,0.252,0.413,0.33,34.9
Ureña, José,570632,DET,CH,Changeup,3,7,224,13.2,56,0.315,0.611,0.434,23.1,16.1,13.6,0.311,0.628,0.406,42.2
Turnbull, Spencer,605513,DET,SL,Slider,-1,-2,190,24.5,56,0.216,0.275,0.258,37.6,32.1,27.7,0.189,0.334,0.265,33.3
Thompson, Keegan,624522,CHC,CUKC,Curveball,-1.4,-3,222,23,56,0.17,0.245,0.208,37,39.3,23.4,0.24,0.384,0.306,50
Gant, John,607231,MIN,FF,4-Seamer,1.7,4,240,12.2,56,0.271,0.458,0.318,22,32.1,16.8,0.179,0.275,0.252,28.1
Neidert, Nick,663734,MIA,SL,Slider,-1.4,-3,185,30.9,56,0.2,0.333,0.33,22.4,17.9,17.2,0.221,0.415,0.346,22.2
Pressly, Ryan,519151,HOU,CUKC,Curveball,-1.7,-4,234,24.5,56,0.204,0.333,0.246,41,48.2,33.8,0.141,0.248,0.184,48.1
Velasquez, Vince,592826,SD,SL,Slider,1.9,5,241,13.8,56,0.3,0.56,0.4,32.2,25,20.6,0.299,0.556,0.396,50
Thompson, Ryan,657044,TB,SL,Slider,0,0,183,37.9,56,0.212,0.462,0.31,34.7,28.6,21.6,0.216,0.442,0.306,27.8
Hernández, Carlos,672578,KC,SL,Slider,-1.2,-3,234,16.3,56,0.196,0.275,0.224,37.9,21.4,22.6,0.26,0.427,0.316,41.5
Barlow, Joe,669618,TEX,FF,4-Seamer,-1.4,-3,205,45.1,56,0.16,0.32,0.26,17.9,17.9,16.9,0.231,0.421,0.32,37.5
Santana, Edgar,650828,ATL,SL,Slider,-1.1,-2,214,35.1,56,0.182,0.255,0.199,44.7,37.5,26.3,0.217,0.326,0.242,35.3
Feyereisen, J.P.,656420,TB,SL,Slider,0.8,2,282,28.6,56,0.255,0.451,0.329,45.3,19.6,13.8,0.243,0.38,0.298,31.7
Springs, Jeffrey,605488,TB,SL,Slider,0.7,2,227,30.2,56,0.283,0.679,0.405,24,16.1,14.3,0.335,0.67,0.422,43.5
Wilson, Justin,458677,CIN,FC,Cutter,-1.8,-4,214,35.4,56,0.208,0.283,0.24,12,10.7,13,0.183,0.298,0.232,27.7
Sanchez, Aaron,592717,SF,SIFT,Sinker,-2.8,-5,180,30.3,56,0.224,0.347,0.303,9.9,8.9,12.5,0.249,0.398,0.329,38.6
Garrett, Braxton,666129,MIA,FF,4-Seamer,1.1,2,203,33.6,56,0.273,0.409,0.369,13.8,19.6,19,0.296,0.447,0.389,40
Barnes, Jacob,606930,TOR,FC,Cutter,2.2,5,217,38.1,55,0.24,0.48,0.355,35,29.1,21.6,0.241,0.433,0.323,41.2
Alexander, Scott,518397,LAD,SIFT,Sinker,-0.4,-1,192,74.1,55,0.235,0.392,0.333,17,10.9,13.3,0.27,0.383,0.314,40
Ramirez, Noé,598287,ARI,CH,Changeup,-0.1,0,173,29.9,55,0.18,0.22,0.249,26.3,27.3,20.5,0.192,0.262,0.247,33.3
Bumgarner, Madison,518516,ARI,CH,Changeup,1.9,3,179,7.8,55,0.302,0.472,0.35,14.7,3.6,4.4,0.267,0.41,0.295,44.2
Guerra, Junior,448855,LAA,FS,Splitter,0.2,0,194,15.8,55,0.106,0.149,0.196,45.7,49.1,26.7,0.123,0.166,0.209,25
Plesac, Zach,668676,CLE,CUKC,Curveball,-1.5,-4,241,10.9,55,0.154,0.231,0.17,31.3,20,15.1,0.173,0.28,0.196,34.9
Young, Alex,622065,CLE,CH,Changeup,3.4,6,175,19.2,55,0.32,0.52,0.391,29.4,16.4,15.5,0.304,0.453,0.357,43.9
Ureña, José,570632,DET,FF,4-Seamer,1.2,3,278,16.4,55,0.283,0.543,0.422,12.4,3.6,5.4,0.345,0.735,0.491,54.5
Means, John,607644,BAL,SL,Slider,-0.8,-1,193,8.3,55,0.275,0.333,0.332,31.1,16.4,18,0.289,0.362,0.314,33.3
Morgan, Adam,605388,CHC,SL,Slider,-3.1,-6,208,47.1,55,0.102,0.306,0.212,46,41.8,24.2,0.124,0.294,0.225,37
Castro, Anthony,621593,TOR,FF,4-Seamer,0.6,1,234,51.4,55,0.271,0.479,0.391,16.8,16.4,15.8,0.258,0.408,0.338,43.6
Rodriguez, Eduardo,593958,BOS,SL,Slider,1.2,3,220,8.1,55,0.226,0.434,0.294,24.7,21.8,13.6,0.257,0.478,0.323,48.8
Rodón, Carlos,607074,CWS,CH,Changeup,2.1,6,275,12.4,55,0.367,0.612,0.425,36.3,7.3,8.3,0.348,0.551,0.396,38.3
Gilbreath, Lucas,656458,COL,SL,Slider,-1.6,-4,258,35.3,54,0.22,0.38,0.276,36.8,31.5,21,0.171,0.305,0.251,26.5
Lawrence, Justin,664875,COL,SIFT,Sinker,3.5,7,212,65,54,0.412,0.5,0.469,11.8,5.6,13.6,0.319,0.449,0.449,45.7
Kremer, Dean,665152,BAL,FC,Cutter,1.7,4,207,21,54,0.24,0.5,0.339,27.2,25.9,25.9,0.258,0.591,0.377,38.9
Reid-Foley, Sean,656887,NYM,FF,4-Seamer,1.8,4,233,62.8,54,0.292,0.458,0.365,27.7,25.9,23.7,0.269,0.502,0.366,50
Nance, Tommy,667297,CHC,SIFT,Sinker,0.3,1,185,40.6,54,0.239,0.37,0.344,12.9,9.3,17.2,0.285,0.414,0.363,39
Gray, Josiah,680686,WSH,SL,Slider,-0.5,-1,243,20,54,0.192,0.385,0.26,45,33.3,18.2,0.161,0.294,0.211,29.4
Ellis, Chris,595939,BAL,FF,4-Seamer,-1.2,-3,232,48.1,54,0.17,0.319,0.271,21,9.3,9.8,0.244,0.507,0.364,50
Fedde, Erick,607200,WSH,CH,Changeup,2.4,6,246,10.2,54,0.204,0.327,0.297,17.6,14.8,8.7,0.213,0.316,0.266,28.6
Saucedo, Tayler,642048,TOR,SIFT,Sinker,-1.3,-3,199,46.1,54,0.255,0.319,0.31,26,13,15.9,0.26,0.324,0.315,45
Gallen, Zac,668678,ARI,SL,Slider,4.2,7,179,8.5,54,0.25,0.667,0.421,36,33.3,22,0.201,0.452,0.32,36.7
Leone, Dominic,608678,SF,FC,Cutter,-1.2,-2,201,23.6,54,0.229,0.271,0.291,26.4,11.1,15.4,0.214,0.281,0.271,28.6
Taylor, Blake,642130,HOU,SL,Slider,1.7,4,206,27.5,54,0.269,0.635,0.374,22.4,14.8,11.8,0.242,0.568,0.337,37.8
Smith, Joe,501925,SEA,SL,Slider,2.5,6,227,34.9,54,0.271,0.479,0.342,20.2,18.5,15.6,0.189,0.313,0.248,25
Long, Sammy,669674,SF,CUKC,Curveball,1,3,250,34.2,54,0.22,0.38,0.309,25.8,35.2,19.8,0.203,0.346,0.255,28.1
Young, Alex,622065,CLE,SIFT,Sinker,0,0,231,25.3,54,0.286,0.49,0.352,15.9,5.6,11.5,0.299,0.468,0.361,51.1
Ottavino, Adam,493603,BOS,FF,4-Seamer,-2.9,-7,237,20.7,54,0.106,0.17,0.194,33.9,42.6,24.2,0.157,0.232,0.235,50
Carrasco, Carlos,471911,NYM,SL,Slider,1.2,2,178,20,54,0.25,0.481,0.323,35.1,33.3,25.7,0.271,0.461,0.325,35.3
Young, Alex,622065,CLE,CUKC,Curveball,-1.5,-3,173,19,53,0.208,0.25,0.244,39.8,39.6,23.9,0.171,0.202,0.192,24.1
Williams, Devin,642207,MIL,FF,4-Seamer,0.6,2,333,33.5,53,0.243,0.514,0.42,32.5,32.1,19.5,0.228,0.468,0.402,42.9
Peralta, Freddy,642547,MIL,CUKC,Curveball,-2.5,-6,257,10.9,53,0.122,0.184,0.175,28.2,20.8,18.3,0.167,0.259,0.222,15.8
Staumont, Josh,622251,KC,SIFT,Sinker,-2.3,-5,240,21.9,53,0.188,0.313,0.276,19.3,15.1,18.2,0.274,0.54,0.374,52.5
Chavez, Jesse,445926,ATL,FC,Cutter,-0.6,-1,218,41.3,53,0.208,0.333,0.275,19.6,28.3,20.5,0.244,0.403,0.314,45.5
Odorizzi, Jake,543606,HOU,FC,Cutter,1.6,3,185,10,53,0.28,0.5,0.356,20.5,20.8,20.4,0.312,0.571,0.383,42.5
Graterol, Brusdar,660813,LAD,SL,Slider,-3.5,-6,164,31.4,53,0.167,0.25,0.228,30.9,26.4,18.9,0.214,0.291,0.263,32.4
Trivino, Lou,642152,OAK,FC,Cutter,1.5,3,213,18.1,53,0.261,0.37,0.375,15.3,3.8,5.3,0.313,0.507,0.391,37.8
Chatwood, Tyler,543022,SF,FC,Cutter,-1.1,-2,214,36.2,53,0.192,0.308,0.228,39.4,39.6,26.9,0.2,0.332,0.234,45.2
Richards, Garrett,572070,BOS,CUKC,Curveball,1,3,284,12.2,53,0.224,0.469,0.34,32.7,28.3,15.3,0.228,0.437,0.311,41.2
Shoemaker, Matt,533167,MIN,SIFT,Sinker,4.3,8,176,16.5,53,0.419,0.651,0.507,8.4,5.7,8.1,0.376,0.621,0.478,47.5
Watson, Tony,453265,SF,FF,4-Seamer,-1,-2,218,25.2,53,0.208,0.313,0.269,20,30.2,23.9,0.18,0.28,0.243,37.5
Claudio, Alex,592222,LAA,CH,Changeup,5.3,8,143,24.4,53,0.277,0.553,0.389,35.3,30.2,26.2,0.226,0.351,0.297,35.5
Widener, Taylor,642203,ARI,CH,Changeup,0.3,1,195,16,53,0.191,0.362,0.304,32.1,24.5,25.5,0.212,0.404,0.31,29.4
Gonsolin, Tony,664062,LAD,FS,Splitter,-1.5,-3,215,21.7,53,0.106,0.128,0.171,41.4,47.2,23.6,0.113,0.148,0.181,22.7
Lakins Sr., Travis,664042,BAL,FC,Cutter,2.2,4,192,38.3,53,0.25,0.475,0.425,26.9,18.9,19.2,0.258,0.468,0.391,35.5
Campbell, Paul,669294,MIA,FF,4-Seamer,3,6,210,44.9,53,0.367,0.673,0.494,17.1,20.8,20.8,0.311,0.592,0.404,44.7
Cotton, Jharel,605194,TEX,FF,4-Seamer,-1.6,-4,250,46.2,53,0.214,0.381,0.346,24.4,13.2,13.5,0.235,0.469,0.381,28.6
Skubal, Tarik,669373,DET,CH,Changeup,-0.4,-1,308,12.1,53,0.176,0.294,0.22,50,39.6,25.9,0.19,0.265,0.216,43.3
Familia, Jeurys,544727,NYM,FF,4-Seamer,-3.6,-5,147,14.5,53,0.073,0.073,0.209,31.9,47.2,25,0.112,0.172,0.252,56.3
Perdomo, Angel,622780,MIL,FF,4-Seamer,-0.8,-2,230,65,52,0.184,0.421,0.36,33.7,32.7,21.3,0.198,0.497,0.388,40.9
Maples, Dillon,596027,CHC,SL,Slider,-2.4,-5,202,35.8,52,0.093,0.14,0.204,47.1,50,33.3,0.126,0.154,0.222,17.6
Rucker, Michael,621074,CHC,FF,4-Seamer,0.7,1,181,36.9,52,0.302,0.605,0.424,25.8,23.1,26.1,0.313,0.675,0.45,46.9
Brach, Brad,542960,CIN,CH,Changeup,0.7,2,208,35.9,52,0.229,0.271,0.292,38.8,21.2,20.4,0.224,0.271,0.255,24.3
Thompson, Zach,605507,MIA,CUKC,Curveball,0.4,1,202,16.9,52,0.213,0.298,0.254,36.9,38.5,27,0.189,0.266,0.241,28.6
Shaw, Bryan,543766,CLE,SL,Slider,3.4,5,147,10.8,52,0.209,0.558,0.382,37.5,30.8,21.1,0.224,0.437,0.351,25.9
Estévez, Carlos,608032,COL,CH,Changeup,-2.1,-4,194,19.3,52,0.265,0.306,0.265,26.6,19.2,25.6,0.207,0.249,0.217,32.5
Thornton, Trent,663423,TOR,CUKC,Curveball,2.4,5,228,25.1,52,0.265,0.551,0.381,29.3,34.6,22.8,0.255,0.425,0.312,54.8
Garcia, Bryan,650530,DET,SL,Slider,1.3,3,193,26.4,52,0.234,0.404,0.306,38.9,23.1,19.4,0.218,0.443,0.31,36.1
Raley, Brooks,548384,HOU,FC,Cutter,1.3,4,278,32.1,52,0.304,0.522,0.393,29.3,26.9,19.4,0.247,0.522,0.366,25
Ramirez, Noé,598287,ARI,FF,4-Seamer,-1.8,-4,217,37.5,52,0.19,0.31,0.294,22.5,13.5,12.3,0.177,0.314,0.293,25
Martin, Corbin,656686,ARI,FF,4-Seamer,4.6,10,219,64,52,0.405,0.892,0.582,17.5,15.4,12.5,0.333,0.749,0.514,61.3
Price, David,456034,LAD,FC,Cutter,-0.9,-2,238,20.2,52,0.217,0.283,0.297,21.6,25,19.4,0.242,0.296,0.289,30.3
Quintana, José,500779,SF,SIFT,Sinker,-0.5,-1,221,17.8,52,0.205,0.432,0.355,21.5,25,27.7,0.215,0.412,0.325,46.9
Lucchesi, Joey,664192,NYM,CUKC,Curveball,-0.5,-1,236,36.5,52,0.204,0.224,0.207,33.3,38.5,21.1,0.18,0.237,0.207,33.3
Hand, Brad,543272,NYM,SIFT,Sinker,2,4,184,17.1,52,0.313,0.563,0.384,13,7.7,15.4,0.345,0.597,0.409,46.7
Selman, Sam,572125,LAA,SL,Slider,1.7,4,220,44.5,52,0.229,0.438,0.314,20,19.2,11.8,0.235,0.482,0.332,28.9
LeBlanc, Wade,453281,STL,FC,Cutter,0.9,2,222,28,51,0.311,0.556,0.401,19.4,17.6,13.4,0.277,0.552,0.383,48.6
Hearn, Taylor,621368,TEX,CH,Changeup,2,4,210,12.2,51,0.262,0.429,0.339,19.3,3.9,5,0.306,0.542,0.41,38.1
Holloway, Jordan,656548,MIA,FF,4-Seamer,0.3,1,222,33.4,51,0.22,0.366,0.338,21.3,17.6,14.8,0.309,0.54,0.425,43.8
Gustave, Jandel,594311,MIL,SIFT,Sinker,-0.9,-1,168,57.1,51,0.289,0.378,0.323,11.2,5.9,7.7,0.358,0.492,0.378,40
López, Pablo,641154,MIA,SIFT,Sinker,-0.4,-1,211,12.6,51,0.326,0.465,0.399,21.2,9.8,21.7,0.28,0.384,0.354,26.3
Arrieta, Jake,453562,SD,CH,Changeup,3.9,5,132,7.6,51,0.326,0.413,0.334,13.4,13.7,12.5,0.287,0.43,0.333,51.2
Familia, Jeurys,544727,NYM,SL,Slider,0.7,2,236,23.2,51,0.289,0.422,0.354,38.2,35.3,23.1,0.24,0.32,0.296,33.3
Lange, Alex,656638,DET,SL,Slider,-0.2,-1,251,39.3,51,0.229,0.438,0.307,48,47.1,27.6,0.22,0.453,0.306,37.5
Norris, Daniel,596057,MIL,SL,Slider,1.4,3,224,22.6,51,0.333,0.563,0.402,36.5,21.6,25,0.316,0.542,0.383,45.9
Castro, Anthony,621593,TOR,SL,Slider,-0.8,-2,215,47.3,51,0.208,0.396,0.281,41.9,45.1,28.4,0.183,0.367,0.275,53.8
Gibson, Kyle,502043,PHI,CUKC,Curveball,-1.1,-3,261,9.1,51,0.208,0.375,0.252,27.3,19.6,14.5,0.264,0.377,0.28,35
Sadler, Casey,594987,SEA,CUKC,Curveball,-3.3,-6,183,31.5,51,0.067,0.133,0.143,31.3,27.5,20,0.187,0.286,0.252,31.3
Steckenrider, Drew,608716,SEA,CH,Changeup,-2.9,-5,160,15.9,51,0.149,0.213,0.186,28.7,25.5,19.4,0.2,0.301,0.245,31.4
Houck, Tanner,656557,BOS,SIFT,Sinker,-0.8,-1,195,17,51,0.313,0.458,0.355,31.8,17.6,22.5,0.272,0.419,0.319,43.6
Tomlin, Josh,458708,ATL,FF,4-Seamer,-0.6,-1,182,22.5,51,0.286,0.429,0.325,12.1,13.7,12.5,0.299,0.434,0.329,45.2
Crowe, Wil,640444,PIT,CUKC,Curveball,2.3,5,226,10.4,51,0.292,0.5,0.358,20.6,17.6,13.6,0.294,0.494,0.354,53.8
Crismatt, Nabil,622503,SD,CUKC,Curveball,1.3,4,315,23.6,51,0.298,0.447,0.351,28.1,21.6,21.6,0.219,0.314,0.266,19.4
Scherzer, Max,453286,LAD,CUKC,Curveball,-0.3,-1,277,9.8,51,0.265,0.388,0.317,34.4,33.3,30.4,0.234,0.363,0.274,34.4
Martínez, Carlos,593372,STL,SIFT,Sinker,0.6,1,177,13.8,51,0.286,0.357,0.364,9.4,2,8.3,0.321,0.431,0.395,39
Fernández, Junior,658551,STL,SIFT,Sinker,2.9,5,175,47,51,0.405,0.643,0.494,20,13.7,17.1,0.337,0.52,0.425,42.9
Davies, Zach,605200,CHC,FC,Cutter,1.6,3,194,7.5,51,0.238,0.524,0.365,6.1,13.7,14.9,0.313,0.588,0.439,32.4
Barlow, Joe,669618,TEX,SL,Slider,-3.3,-6,185,40.7,50,0.071,0.095,0.163,35.4,34,24.6,0.146,0.208,0.22,33.3
Cahill, Trevor,502239,PIT,SIFT,Sinker,1,2,198,29.8,50,0.316,0.368,0.378,14.9,14,21.9,0.282,0.442,0.386,51.5
Sadler, Casey,594987,SEA,FC,Cutter,-1.1,-3,237,40.8,50,0.239,0.326,0.282,24.3,18,20,0.225,0.327,0.274,32.4
Shreve, Chasen,592741,PIT,SL,Slider,-1.9,-4,214,22.9,50,0.149,0.277,0.211,31.6,22,19.3,0.198,0.346,0.259,33.3
Stripling, Ross,548389,TOR,CUKC,Curveball,1,3,259,15.4,50,0.292,0.458,0.336,18.4,12,10.2,0.209,0.29,0.237,16.7
Wantz, Andrew,681806,LAA,FF,4-Seamer,0.9,2,220,45.5,50,0.25,0.375,0.356,30.7,32,22.2,0.246,0.418,0.365,33.3
De León, José,592254,CIN,SIFT,Sinker,-0.8,-2,218,62.8,50,0.225,0.35,0.324,29.9,40,35.1,0.174,0.32,0.306,42.9
Lugo, Seth,607625,NYM,CUKC,Curveball,-1.8,-4,208,28.5,50,0.188,0.271,0.195,30.4,24,19,0.251,0.367,0.254,36.8
Ramírez, Erasmo,541640,DET,SIFT,Sinker,1,2,154,39.3,50,0.25,0.458,0.334,15.4,16,21.6,0.253,0.44,0.31,52.5
DeSclafani, Anthony,543101,SF,CUKC,Curveball,1.5,3,207,8.1,50,0.224,0.367,0.263,22.2,26,11.9,0.273,0.42,0.306,52.8
Stratton, Chris,608717,PIT,SL,Slider,0.8,2,187,13.6,50,0.273,0.455,0.351,36.1,24,20,0.268,0.418,0.333,36.4
Claudio, Alex,592222,LAA,SIFT,Sinker,-1.2,-3,202,34.4,50,0.261,0.391,0.333,20.8,6,12,0.279,0.409,0.329,46.5
Luetge, Lucas,476595,NYY,CUKC,Curveball,-0.8,-1,189,15.2,50,0.1,0.1,0.09,51.4,70,25.4,0.087,0.112,0.086,20
Stratton, Chris,608717,PIT,CH,Changeup,-1.5,-3,174,12.7,50,0.163,0.186,0.231,38.9,30,26.3,0.205,0.252,0.271,28.6
Warren, Art,605521,CIN,SL,Slider,-4.6,-9,201,59.5,50,0.104,0.125,0.125,46.6,54,39.7,0.106,0.141,0.13,28.6
Rogers, Trevor,669432,MIA,SL,Slider,0.1,0,322,14.8,50,0.273,0.364,0.306,40.8,18,16.1,0.294,0.452,0.359,31.6
Guenther, Sean,674944,MIA,FF,4-Seamer,3,6,205,56.9,50,0.333,0.513,0.427,24,12,13.3,0.279,0.486,0.395,45.7
Graveman, Kendall,608665,HOU,SL,Slider,-3.4,-5,154,17.7,50,0.13,0.196,0.186,43.8,48,32,0.192,0.344,0.264,36.4
Ramirez, Yohan,670990,SEA,SL,Slider,-0.2,0,199,45.6,50,0.133,0.289,0.219,52.2,50,34.2,0.126,0.175,0.175,28.6
